101754;-xx
151777;null
297586;null
432037;null
432763;null
449763;null
454315;null
456211;null
477572;null
513084;null
541966;null
582185;null
600207;null
649154;null
693997;null
708012;null
736571;null
866769;null
867518;null
937313;null
963340;null
987072;null
1016896;null
1109022;null
1111980;null
1219312;null
1243066;null
1243199;null
1248292;null
1249973;null
1292575;null
1309629;null
1337424;null
1378671;null
1466788;null
1489852;null
1492401;null
1492554;null
1512045;null
1520887;null
1521640;null
1529068;null
1532876;null
1555109;null
1560788;null
1598119;null
1709166;null
1711078;null
1748977;null
1877417;null
1921514;null
1944656;null
1947933;null
1957831;null
1972381;null
2000102;null
2002288;null
2012497;null
2020088;null
2020882;null
2025282;null
2033088;null
2033914;null
2042222;null
2050263;null
2091465;null
2092951;null
2112965;null
2116162;null
2130932;null
2139134;null
2150078;null
2169294;null
2169649;null
2173936;null
2176922;null
2183962;null
2197741;null
2198410;null
2201917;null
2224844;null
2250770;null
2271131;null
2298208;null
2300169;null
2314886;null
2335813;null
2372415;null
2378607;null
2386866;null
2390102;null
2394935;null
2403632;null
2415619;null
2459916;null
2468100;null
2471935;null
2478517;null
2480288;null
2481455;null
2492076;null
2493331;null
2497205;null
2507898;null
2521959;null
2531317;null
2591036;null
2614719;null
2634991;null
2644134;null
2661536;null
2662531;null
2680827;null
2687027;null
2695646;null
2695746;null
2698817;null
2706913;null
2709253;null
2734270;null
2736389;null
2748830;null
2763022;null
2780102;null
2784081;null
2785485;null
2795300;null
2795833;null
2838757;null
2840608;null
2850573;null
2868047;null
2882253;null
2888508;null
2900023;null
2925054;null
2938502;null
2959316;null
2963152;null
2974862;null
2975197;null
3004515;null
3004713;null
3014089;null
3027066;null
3028306;null
3035692;null
3053761;null
3072173;null
3093365;null
3141996;null
3145089;null
3149216;null
3166501;null
3226495;null
3263611;null
3285412;null
3286067;null
3294590;null
3307090;null
3320115;null
3331527;null
3389501;null
3401579;null
3402787;null
3407256;null
3408985;null
3416087;null
3438276;null
3469908;null
3477422;null
3482742;null
3495890;null
3496269;null
3500197;null
3505930;null
3572463;null
3591784;null
3616676;null
3624280;null
3631982;null
3642928;null
3643395;null
3646415;null
3651086;null
3660209;null
3663745;null
3669325;null
3687315;null
3732790;null
3769762;null
3873659;null
3875184;null
3928711;null
3995825;null
4025369;null
4038479;null
4055537;null
4127725;null
4139288;null
4153517;null
4161256;null
4165414;null
4181774;null
4182486;null
4186021;null
4212320;null
4233626;null
4233873;null
4238921;null
4310525;null
4384890;null
4461360;null
4486034;null
4512981;null
4531396;null
4583484;null
4597690;null
4602902;null
4619899;null
4623508;null
4688277;null
4721449;null
4722974;null
4743116;null
4756451;null
4761686;null
4765517;null
4771895;null
4779963;null
4817900;null
4818118;null
4837715;null
4870667;null
4885620;null
4893953;null
4932282;null
4932462;null
4946295;null
4955268;null
4961355;null
4967448;null
4967669;null
4989182;null
5000787;null
5009816;null
5018545;null
5025910;null
5033012;null
5056734;null
5070830;null
5089300;null
5105354;null
5151591;null
5159982;null
5161951;null
5195837;null
5199811;null
5248583;null
5265913;null
5273436;null
5312334;null
5350624;null
5369682;null
5382490;null
5387582;null
5443304;null
5455014;null
5486789;null
5694933;null
5744104;null
5761960;null
5766318;null
5771366;null
5776851;null
5787809;null
5836662;null
5901298;null
5991319;null
6014028;null
6029495;null
6054562;null
6064510;null
6066030;null
6068803;null
6091194;null
6147884;null
6166677;null
6200533;null
6218143;null
6272384;null
6290531;null
6330260;null
6343166;null
6589797;null
6674341;null
6750069;null
6854127;null
6900437;null
7057845;null
7200281;null
7263291;null
7326155;null
7344497;null
7384908;null
7493287;null
7637144;null
7817044;null
7824730;null
7887078;null
7951730;null
7973023;null
7992216;null
8024706;null
8059719;null
8166497;null
8203606;null
8215308;null
8232608;null
8308695;null
8515936;null
8642823;null
8654990;null
8701634;null
8818290;null
8854359;null
8969122;null
8981845;null
9245408;null
9476665;null
9494037;null
9544737;null
9572795;null
9598707;null
9671546;null
9767952;null
9814821;null
9877946;null
9891360;null
10016343;null
10024739;null
10407159;null
10574363;null
10692755;null
10766492;null
10849552;null
11072576;null
11140285;null
11285961;null
11698979;null
11947603;null
12128331;null
12214467;null
12421814;null
12523005;null
12559461;null
12728255;null
12739909;null
12893995;null
13194081;null
13264794;null
13341560;null
13375357;null
13488419;null
13691943;null
13929877;null
13950338;null
14376807;null
14483393;null
14903145;null
15393899;null
15727912;null
15762905;null
15852122;null
15990075;null
16135984;null
16161448;null
16189651;null
16208365;null
16694786;null
16707137;null
16869482;null
16948537;null
17565307;null
17591147;null
17870881;null
18367522;null
18413309;null
19874882;null
21068905;null
21900853;null
22192291;null
23024831;null
24459352;null
24471109;null
24885223;null
26346727;null
26440879;null
26574328;null
29041027;null
